Pair,Video,True_ISC,Null_Mean,Null_Std,p_value,Significant_05
pair7_together_A_7,8,-0.014812725,0.000808265651394322,0.014052016240233885,0.8181818181818182,False
pair18_together_B_8,4,0.02819026,0.004645906896214001,0.016178742935560018,0.03196803196803197,True
pair18_together_B_8,9,0.04046192,0.00985875724896323,0.0225807603469469,0.14485514485514486,False
pair18_together_B_8,5,-0.00012626653,0.0007316691699379589,0.019629714175007633,0.6023976023976024,False
pair18_together_B_8,8,0.03782515,-0.001681317140959436,0.034984007485278676,0.1938061938061938,False
pair18_together_B_8,10,0.031715423,0.0005169538979243953,0.018357488367180975,0.013986013986013986,True
pair18_together_B_8,7,0.18244672,0.051973270929185675,0.028747800430084153,0.000999000999000999,True
pair18_together_B_8,6,0.049892273,0.03318331212445628,0.03183715984277536,0.26573426573426573,False
pair18_together_B_8,3,0.02318608,0.002589989869738929,0.019382108626274912,0.17782217782217782,False
pair5_together_A_5,9,-0.0022190744,-0.0013165646375273355,0.018093840502942393,0.48451548451548454,False
pair5_together_A_5,3,0.027632983,0.002308626999380067,0.017461376309257308,0.1038961038961039,False
pair5_together_A_5,7,0.052076794,-0.0063213435352081435,0.024129636413085326,0.000999000999000999,True
pair5_together_A_5,4,0.0039190757,-0.002030456100124866,0.02454386518479988,0.34165834165834164,False
pair5_together_A_5,10,0.03185935,-0.0016105594601394841,0.02166606162742709,0.07192807192807193,False
pair5_together_A_5,6,0.01104503,-0.002602277535246685,0.02138812990229544,0.2907092907092907,False
pair5_together_A_5,8,-0.018735997,0.0012566325504449196,0.022164041337047944,0.8121878121878122,False
pair5_together_A_5,5,0.027812999,-0.0030310628685401753,0.02403444217555131,0.059940059940059943,False
pair15_together_B_5,10,0.005086935,0.007950569746433758,0.02068749969619882,0.5754245754245755,False
pair15_together_B_5,3,-0.0003977015,0.0015485132970497943,0.017187301597030007,0.5734265734265734,False
pair15_together_B_5,4,-0.01144163,0.000704366641388333,0.017244668070283298,0.7602397602397603,False
pair15_together_B_5,7,0.022652647,-0.002904687978560105,0.021385157951885822,0.13486513486513488,False
pair15_together_B_5,8,-0.001730644,0.004231367758417036,0.019870697532554847,0.6283716283716284,False
pair15_together_B_5,6,0.010307803,-0.0035251594839792234,0.013868415715845137,0.14685314685314685,False
pair15_together_B_5,5,0.0038509627,0.0006437576516182162,0.016228042460187733,0.5004995004995005,False
pair15_together_B_5,9,0.0103828935,0.006674934436334297,0.02174068357295532,0.4225774225774226,False
pair14_together_B_4,3,0.030167075,0.002177512558584567,0.01833695309812231,0.07192807192807193,False
pair14_together_B_4,10,0.02235508,-0.005377032559597865,0.021225033294163576,0.1048951048951049,False
pair14_together_B_4,8,0.023247119,-0.0013859070340986363,0.018635256694809022,0.13186813186813187,False
pair14_together_B_4,6,-0.011198708,0.014012407186961354,0.025545937498482513,0.7902097902097902,False
pair14_together_B_4,5,0.031067614,-0.009687914396773521,0.03133049565553073,0.14485514485514486,False
pair14_together_B_4,7,0.03706149,-0.0018302494160307105,0.01991496632137266,0.03396603396603397,True
pair14_together_B_4,9,0.08638435,-0.01078183831309434,0.021127181109547758,0.000999000999000999,True
pair14_together_B_4,4,-0.014834344,0.0018064816245459952,0.021577916774499398,0.7972027972027972,False
pair20_together_B_10,8,0.021826051,0.003973852888360853,0.019445649917398354,0.12287712287712288,False
pair20_together_B_10,10,0.0255415,0.008586966504808516,0.024299674301448457,0.33466533466533466,False
pair20_together_B_10,5,0.018419383,0.0028327042381279172,0.028152086104050757,0.3276723276723277,False
pair20_together_B_10,4,0.023459783,0.007730493248207494,0.019365836659100574,0.15184815184815184,False
pair20_together_B_10,7,0.028887147,0.000488114774459973,0.023249236773299334,0.11388611388611389,False
pair20_together_B_10,3,-0.025625678,0.0011217789027723483,0.022887581457663075,0.8831168831168831,False
pair20_together_B_10,6,0.016198594,-0.0013359033043670934,0.0266778187246981,0.2177822177822178,False
pair20_together_B_10,9,0.0048891134,-0.00449550034164713,0.02342576531954727,0.3516483516483517,False
